Date,Open,High,Low,Close,Adj Close,Volume
2010-06-29,-0.5395597016757933,-0.5346400825827706,-0.5412397847396506,-0.5357635664472917,-0.5357635664472917,2.2344187458922047
2010-06-30,-0.5341277568862834,-0.530402727471926,-0.53651329968528,-0.5358115509380637,-0.5358115509380637,1.9522080449834736
2010-07-01,-0.534759750462677,-0.5339208267336973,-0.5389996277607563,-0.5373070675671204,-0.5373070675671204,0.34952932857024427
2010-07-02,-0.5363597342003824,-0.5361255022710741,-0.5402797174629816,-0.5395143541426268,-0.5395143541426268,-0.2007029080672827
2010-07-06,-0.5387597098069405,-0.5385490817625167,-0.5426429599901669,-0.5419855554173786,-0.5419855554173786,0.10793824032397185
2010-07-07,-0.5416396805348104,-0.5411837472096654,-0.5433404447638153,-0.5422334752863667,-0.5422334752863667,0.11773126616604282
2010-07-08,-0.541847678420712,-0.5404879453556707,-0.5428563082738711,-0.5409059043750114,-0.5409059043750114,0.25885448710552156
2010-07-09,-0.5406956901295642,-0.54019086141801,-0.5420521493583705,-0.5409538888657832,-0.5409538888657832,-0.3953482319209996
2010-07-12,-0.5403996931380887,-0.5400579554458986,-0.5416828927134979,-0.5412337983952858,-0.5412337983952858,-0.7256126672993086
2010-07-13,-0.5408476885846462,-0.5396123295394075,-0.5417649497456918,-0.5403620801462634,-0.5403620801462634,-0.6402632303983399
2010-07-14,-0.5404076930567772,-0.5384318117871243,-0.541059259268824,-0.5390025195743935,-0.5390025195743935,-0.3695075104472138
2010-07-15,-0.5388077093190717,-0.5373763820085928,-0.5400417520696191,-0.5389625324987503,-0.5389625324987503,-0.45088969965303705
2010-07-16,-0.5381997154987438,-0.5375327419757827,-0.539180153231583,-0.5383627263641019,-0.5383627263641019,-0.6507710756449415
2010-07-19,-0.5376637209466124,-0.536790032131631,-0.5384662570514956,-0.5373470546427637,-0.5373470546427637,-0.674860489577627
2010-07-20,-0.537279724849563,-0.5371027520660107,-0.539180153231583,-0.5386346384784757,-0.5386346384784757,-0.7930201371465562
2010-07-21,-0.5382317151734978,-0.5378454619101624,-0.5396314669086495,-0.5386986177995049,-0.5386986177995049,-0.8953822758753562
2010-07-22,-0.5383597138725142,-0.5375718319675802,-0.5389175707285623,-0.5380748194194706,-0.5380748194194706,-0.9480465955041576
2010-07-23,-0.5378077194830059,-0.5373294740184359,-0.5383513772064242,-0.5378428943807397,-0.5378428943807397,-1.0024086112187194
2010-07-26,-0.5375597220036614,-0.5373763820085928,-0.5389750106510981,-0.5381148064951138,-0.5381148064951138,-0.954408488204481
2010-07-27,-0.5380317172062846,-0.5376265579560966,-0.5390078334639756,-0.5384347031002595,-0.5384347031002595,-1.0084667056721173
2010-07-28,-0.5383197142790715,-0.5378454619101624,-0.5388026908834908,-0.5382987470430726,-0.5382987470430726,-1.0357191954698513
