Date,Open,High,Low,Close,Adj Close,Volume
2010-06-29,0.000464594173894516,0.0013498214861084618,0.0004217449036411744,0.0013189321012075064,0.0013189321012075064,0.30660486712495666
2010-06-30,0.0015675992231056228,0.0022238994376864623,0.0013706709368338163,0.0013091501573172164,0.0013091501573172164,0.280639852154626
2010-07-01,0.0014392672659809137,0.0014981889612840638,0.0008714963047897705,0.0010042795727364948,0.0010042795727364948,0.13318415068653064
2010-07-02,0.0011143762352854476,0.0010434103960718939,0.0006144955041334295,0.00055431015378313,0.00055431015378313,0.08255960592104938
2010-07-06,0.000627039689242249,0.0005434765123280188,0.00014003248753710878,5.054004343316761e-05,5.054004343316761e-05,0.11095637476303143
2010-07-07,4.223583399041043e-05,0.0,0.0,0.0,0.0,0.11185738972020855
2010-07-08,0.0,0.00014352940533291902,9.71990207610518e-05,0.00027063378096470496,0.00027063378096470496,0.12484154139325193
2010-07-09,0.0002339215421007356,0.00020481162334023278,0.00025864824168618907,0.00026085183707441444,0.00026085183707441444,0.06465111155321496
2010-07-12,0.00029402638277939647,0.00023222735244876743,0.00033278308802936387,0.00020379049771438633,0.00020379049771438633,0.034264875378779786
2010-07-13,0.00020305689418466649,0.0003241506794597385,0.0003163086777308805,0.0003814958117213307,0.0003814958117213307,0.04211751668439649
2010-07-14,0.0002924019276259195,0.000567666861541432,0.0004579886062978378,0.0006586508886128957,0.0006586508886128957,0.06702860722489037
2010-07-15,0.0006172929583213851,0.0007853800044621516,0.0006622712939990311,0.0006668025085214712,0.0006668025085214712,0.05954097562820308
2010-07-16,0.0007407515499856616,0.000753126205510934,0.0008352526021331067,0.0007890768071501029,0.0007890768071501029,0.04115073421209695
2010-07-19,0.0008495900452686433,0.0009063317505292184,0.000978579971729912,0.0009961279528279189,0.0009961279528279189,0.03893436895247146
2010-07-20,0.000927563892635555,0.0008418241526267829,0.0008352526021331067,0.0007336457917717894,0.0007336457917717894,0.028062998702735764
2010-07-21,0.0007342537293717525,0.0006886186076084985,0.0007446433454914481,0.0007206031999180689,0.0007206031999180689,0.018645090537205505
2010-07-22,0.0007082624469161151,0.0007450627557731297,0.0008879707150882534,0.000847768470491846,0.000847768470491846,0.01379966886056136
2010-07-23,0.0008203498525060516,0.0007950561441475174,0.0010016441461477886,0.0008950478659615836,0.0008950478659615836,0.008798049335501469
2010-07-26,0.0008707079622638481,0.0007853800044621516,0.0008764386278793147,0.000839616850583271,0.000839616850583271,0.013214337975971838
2010-07-27,0.0007748651082086864,0.0007337739261402032,0.0008698488637599215,0.0007744038913146674,0.0007744038913146674,0.008240669644838976
2010-07-28,0.0007163847226835025,0.0006886186076084985,0.0009110348895061304,0.0008021193990038239,0.0008021193990038239,0.00573328313079679
2010-07-29,0.0007521227360600033,0.0006853932277133771,0.000827015396983865,0.0007417974116803658,0.0007417974116803658,0.008179834693350738
2010-07-30,0.0006595287923117955,0.0006144348700206979,0.0007528805506406898,0.0006749541284300467,0.0006749541284300467,0.005070675415938429
2010-08-02,0.0007082624469161151,0.0006999074372414245,0.0008813809509688598,0.0008347258786381255,0.0008347258786381255,0.009858550516850459
2010-08-03,0.000789485204589982,0.0008579510521023914,0.0009621055614314282,0.0010026492487547794,0.0010026492487547794,0.01828336920403221
2010-08-04,0.0009438084441703281,0.0008950429208962919,0.0009670478845209734,0.0008901568940164382,0.0008901568940164382,0.013063072691190277
2010-08-05,0.0008772057828777577,0.0007934434541999559,0.0008352526021331067,0.0007581006514975159,0.0007581006514975159,0.01114266124961567
2010-08-06,0.0006432842407770221,0.0005692795514889932,0.0007479382275511447,0.0006178927890700186,0.0006178927890700186,0.010249867231828847
2010-08-09,0.0006107951377074755,0.000540251132432897,0.0007364061403422064,0.0006195231130517336,0.0006195231130517336,0.011413952249495644
2010-08-10,0.0005701837588705425,0.0004870323641633879,0.000632617355461761,0.0005265946460939739,0.0005265946460939739,0.019118616646086915
2010-08-11,0.00041423606413671906,0.00036285523820119925,0.00047281557556647265,0.0003423680361601686,0.0003423680361601686,0.011165679879908519
2010-08-12,0.0002696595554772365,0.00020481162334023278,0.00039703328819344933,0.000293458316708716,0.000293458316708716,0.009412975601896079
